user_id,vehicle_model,battery_capacity,charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed,charging_duration,charging_rate,charging_cost,time_of_day,day_of_week,soc_start,soc_end,distance_driven,temperature,vehicle_age,charger_type,user_type
User_137,BMW i3,75.0,Station_215,Los Angeles,2024-01-06 16:00:00,2024-01-06 18:48:00,15.010165946159637,0.6486756832113033,13.762568583983876,13.72612322820337,Evening,Friday,84.23618039725056,77.85782098101181,220.20056239884676,19.98563673169685,6,Level 2,Commuter
User_142,Hyundai Kona,62.0,Station_481,San Francisco,2024-01-06 21:00:00,2024-01-06 23:50:00,45.99296137212069,2.845705702692192,30.603528099327637,23.61328030935336,Night,Wednesday,34.86960937739784,77.63659352947695,108.66064519821856,3.849914000702734,6,Level 2,Commuter
User_147,BMW i3,100.0,Station_176,Los Angeles,2024-01-07 02:00:00,2024-01-07 05:01:00,74.28073484499863,1.0613444684528497,41.34180124259758,12.886505421507136,Evening,Thursday,66.00513379945605,82.71272303828141,35.47986919070103,4.761855467358831,7,Level 2,Casual Driver
User_160,Chevy Bolt,100.0,Station_229,Los Angeles,2024-01-07 15:00:00,2024-01-07 16:36:00,41.08911136063269,5.2203593752244375,7.854182226306737,37.37059590319564,Afternoon,Wednesday,10.714395070146608,64.15980029037753,35.4390247539194,-2.5608008235031585,6,Level 2,Long-Distance Traveler
User_161,Chevy Bolt,58.01213069644658,Station_313,Los Angeles,2024-01-07 16:00:00,2024-01-07 17:25:00,48.99847458311938,3.7364814721594968,2.5609434336711026,15.92953470474863,Night,Saturday,15.600515432835518,98.00224205841444,85.0972668232422,15.56371033278488,6,Level 2,Long-Distance Traveler
User_165,Chevy Bolt,102.94949428309206,Station_318,Los Angeles,2024-01-07 20:00:00,2024-01-07 22:18:00,37.76450274178449,3.397770136981499,32.73315159147063,26.220411528647283,Morning,Thursday,74.68253406178292,64.64710567138641,156.41701742038052,2.2243935279919054,6,Level 2,Long-Distance Traveler
User_168,Chevy Bolt,75.0,Station_324,Chicago,2024-01-07 23:00:00,2024-01-08 01:47:00,67.89119052685948,3.0072916928991527,9.68468697592609,11.33027693232195,Afternoon,Wednesday,64.31430157283006,77.58261619096179,32.89268076447516,16.317675470507673,6,Level 2,Casual Driver
User_182,Chevy Bolt,50.0,Station_413,Los Angeles,2024-01-08 13:00:00,2024-01-08 14:53:00,61.00032235899777,3.026524839632501,5.720465260145438,20.41637758424997,Morning,Tuesday,44.94524692565111,66.19582006310851,232.32103894174472,27.54479108480832,6,Level 2,Casual Driver
User_186,BMW i3,50.0,Station_401,San Francisco,2024-01-08 17:00:00,2024-01-08 20:15:00,10.640152157210183,3.0806034583458395,19.167160983415208,6.499435839088151,Morning,Monday,66.57606983592258,69.15765779890351,81.3072735238919,20.623514072810465,6,Level 2,Long-Distance Traveler
User_208,Chevy Bolt,85.0,Station_265,San Francisco,2024-01-09 15:00:00,2024-01-09 17:35:00,62.24807114091579,3.432085658312173,18.589472298830444,15.584684463947925,Evening,Tuesday,78.60469650901624,99.52158491419787,102.9238174711238,20.808674270657335,6,Level 2,Commuter
User_209,BMW i3,89.03206382512313,Station_205,Houston,2024-01-09 16:00:00,2024-01-09 18:06:00,78.64289917152071,0.6089750827569935,34.823950999988426,31.44978443865144,Afternoon,Wednesday,74.3486809069066,50.72443430796444,,21.9585410958577,6,Level 2,Commuter
User_246,Chevy Bolt,62.0,Station_355,San Francisco,2024-01-11 05:00:00,2024-01-11 08:36:00,29.84062267463912,3.4738635759039367,14.03909939573777,9.062227772773593,Afternoon,Tuesday,17.26238082837486,53.65651198727304,195.47378637535544,19.17667043576218,7,Level 2,Commuter
User_247,BMW i3,100.0,Station_200,New York,2024-01-11 06:00:00,2024-01-11 08:51:00,59.781219876480165,3.83954484305295,28.461752587529453,13.52412910726733,Afternoon,Tuesday,72.52185208494849,69.18586552693499,134.38465833280895,18.12959243719743,6,Level 2,Casual Driver
User_261,Nissan Leaf,50.0,Station_129,Los Angeles,2024-01-11 20:00:00,2024-01-11 22:15:00,49.62151165856079,3.7314884549610063,28.549558653249434,12.88187848788364,Night,Monday,43.90988048725574,98.38860809649242,260.68516578515363,11.257475676219034,6,Level 2,Commuter
User_262,Chevy Bolt,100.0,Station_49,San Francisco,2024-01-11 21:00:00,2024-01-11 23:39:00,54.126087254300025,1.2533145623700643,13.61905213687039,31.93611568727565,Afternoon,Thursday,69.63478802892779,88.99147530915221,175.20621010666332,-9.824642409465277,7,Level 2,Long-Distance Traveler
User_285,Tesla Model 3,100.0,Station_161,San Francisco,2024-01-12 20:00:00,2024-01-12 22:59:00,14.018823992805098,1.8272416718247204,6.291013587854589,25.54354523038557,Afternoon,Sunday,58.996115876586,90.81351987157448,22.540477243986956,33.28195603093967,7,Level 2,Commuter
User_288,Hyundai Kona,100.0,Station_301,San Francisco,2024-01-12 23:00:00,2024-01-13 01:15:00,13.319017315610488,0.8912958968406132,21.63010653590449,9.96972720755874,Afternoon,Sunday,81.55932358998332,177.70866647340375,87.30415654223266,38.77143808328196,7,Level 2,Casual Driver
User_302,Hyundai Kona,50.0,Station_140,New York,2024-01-13 13:00:00,2024-01-13 16:14:00,56.324648784145005,3.354432889112449,14.245986238314003,31.34224898721738,Evening,Sunday,63.932753775970696,87.69917051125832,174.13894213778076,-6.256501931360966,7,Level 2,Long-Distance Traveler
User_318,Nissan Leaf,75.0,Station_66,Chicago,2024-01-14 05:00:00,2024-01-14 08:01:00,44.06555274761643,0.7388318908606428,18.136176918025765,37.81041851456051,Evening,Monday,43.3631967175386,72.85514963212466,261.50598887337225,21.12350581758097,6,Level 2,Casual Driver
User_323,Nissan Leaf,62.0,Station_205,Los Angeles,2024-01-14 10:00:00,2024-01-14 11:58:00,64.52243106916856,1.7249913300016642,39.24707457045789,38.17893479405741,Morning,Sunday,31.488931192836876,66.30498502948487,75.831666453641,0.397259806410319,6,Level 2,Commuter
User_343,Chevy Bolt,100.0,Station_162,San Francisco,2024-01-15 06:00:00,2024-01-15 09:34:00,38.66237698854864,2.3650578770652744,26.721195372916803,16.315819392880815,Evening,Saturday,68.12187775308132,56.48043704770824,257.8829430738604,29.180536779668387,6,Level 2,Commuter
User_347,Chevy Bolt,50.0,Station_461,Los Angeles,2024-01-15 10:00:00,2024-01-15 11:33:00,29.29844560325747,1.8733968578439004,30.979410566232023,37.164698443381525,Afternoon,Wednesday,125.0872271230777,97.05902046746334,296.2236692095064,7.640810712407223,7,Level 2,Commuter
User_353,Tesla Model 3,62.0,Station_180,Los Angeles,2024-01-15 16:00:00,2024-01-15 18:14:00,65.54082473190631,1.1606546727693638,31.858997698920543,37.48997540777594,Evening,Monday,25.201903407412274,96.7634420547716,78.61444615533611,0.947645050608024,6,Level 2,Commuter
User_367,BMW i3,50.0,Station_53,New York,2024-01-16 06:00:00,2024-01-16 09:18:00,45.71947918248383,2.872161730269349,47.84255660041194,31.22627600541321,Night,Saturday,35.421950002135304,88.85354956614376,156.87665110401693,34.297789398053226,7,Level 2,Commuter
User_385,Hyundai Kona,85.0,Station_387,Chicago,2024-01-17 00:00:00,2024-01-17 03:57:00,,1.325136130016742,27.85442042671165,24.654217548100743,Morning,Saturday,10.008818544145797,58.15490030758101,284.5828419798684,22.16544013648148,7,Level 2,Casual Driver
User_393,Hyundai Kona,85.0,Station_377,Houston,2024-01-17 08:00:00,2024-01-17 08:39:00,64.5382469650896,3.970999800756029,17.56016007058113,32.97335649279925,Evening,Tuesday,17.189637655147195,57.13538346069592,258.3785312145929,12.326389479259715,7,Level 2,Commuter
User_398,Chevy Bolt,50.0,Station_472,Los Angeles,2024-01-17 13:00:00,2024-01-17 14:08:00,26.4021039498391,0.9580223408018254,47.75905348319621,10.570566114746608,Afternoon,Tuesday,29.476011117716563,87.34323555672688,247.34030148401197,22.883741256432277,7,Level 2,Commuter
User_407,Tesla Model 3,100.0,Station_364,Los Angeles,2024-01-17 22:00:00,2024-01-17 23:56:00,64.40334432867209,1.4631090941590412,35.92852161296851,14.246600039268449,Evening,Tuesday,96.11613713747894,57.32059939540834,139.54941601046136,5.967630772540458,7,Level 2,Commuter
User_411,Nissan Leaf,46.876796546450585,Station_169,San Francisco,2024-01-18 02:00:00,2024-01-18 04:19:00,25.1008625389698,3.775303416191173,24.43460764935305,30.54739627500601,Afternoon,Tuesday,19.64174718336392,65.46861812315663,289.5420314364516,-8.675996097347834,6,Level 2,Commuter
User_416,Hyundai Kona,50.0,Station_451,Los Angeles,2024-01-18 07:00:00,2024-01-18 07:39:00,60.26038300407493,3.030396835550412,31.22297313743316,11.46758402759491,Evening,Saturday,51.19126735473256,66.23084709485897,175.9741268815444,6.872874117919974,7,Level 2,Commuter
User_426,Nissan Leaf,100.0,Station_354,Los Angeles,2024-01-18 17:00:00,2024-01-18 17:52:00,78.95506101572013,3.796562675515384,41.30756664038859,26.94412074408073,Night,Tuesday,50.08944938648692,74.78962116495197,91.25991153552684,37.20721923843083,6,Level 2,Commuter
User_469,Tesla Model 3,39.297422534529126,Station_438,Houston,2024-01-20 12:00:00,2024-01-20 15:51:00,21.002230102472843,1.8634359746913332,26.2327228750375,33.58178281533068,Night,Friday,32.27555920443467,58.86833854431998,216.6864603163302,37.19955857157731,7,Level 2,Commuter
User_472,Hyundai Kona,85.0,Station_342,San Francisco,2024-01-20 15:00:00,2024-01-20 16:43:00,46.92333914698138,2.219335715828513,38.70199053243804,16.961006220787354,Night,Wednesday,48.0560017004394,81.16068391004717,129.32515921274717,11.796331097082197,6,Level 2,Casual Driver
User_473,Nissan Leaf,62.0,Station_149,Los Angeles,2024-01-20 16:00:00,2024-01-20 18:03:00,45.355066305111706,1.4642780697619835,,34.75363397380163,Evening,Saturday,86.24033241677763,85.20753539975907,191.27847464502588,29.73598766323549,6,Level 2,Long-Distance Traveler
User_480,Hyundai Kona,78.84320420925265,Station_343,New York,2024-01-20 23:00:00,2024-01-21 01:15:00,77.34671417127635,1.8165242448030536,7.85189464136765,37.60901008780434,Morning,Tuesday,63.6212275771028,82.11490616846856,,-5.390181107833149,7,Level 2,Casual Driver
User_487,Tesla Model 3,100.0,Station_246,Chicago,2024-01-21 06:00:00,2024-01-21 08:50:00,7.739028453603041,2.1044905591572047,36.45383942466944,15.488292335673664,Evening,Saturday,77.5878565014895,99.5840325558417,100.993065560466,-9.7331719540477,6,Level 2,Casual Driver
User_507,BMW i3,62.0,Station_248,New York,2024-01-22 02:00:00,2024-01-22 05:27:00,47.01289216755188,1.666889947193717,32.3517607544628,5.890131947667906,Evening,Sunday,27.334576091679416,82.10819943528537,18.72980948047723,15.723862443784828,6,Level 2,Commuter
User_511,Chevy Bolt,50.0,Station_382,Los Angeles,2024-01-22 06:00:00,2024-01-22 09:07:00,37.1629261473043,2.5098001501468183,16.71357046527665,34.2572380165505,Afternoon,Monday,43.85212940109913,85.03959004546304,177.96993909111302,26.515870835747123,7,Level 2,Commuter
User_542,Nissan Leaf,75.0,Station_477,Los Angeles,2024-01-23 13:00:00,2024-01-23 13:51:00,63.023554629150055,1.328228592217343,8.5590068567144,17.57057592595676,Night,Monday,42.4281627217739,74.74473036868736,190.23750037732717,-2.815440130297377,9,Level 2,Long-Distance Traveler
User_549,Tesla Model 3,85.0,Station_258,San Francisco,2024-01-23 20:00:00,2024-01-23 20:52:00,56.72762317734674,2.014009927511727,11.926340207761143,19.14476388897923,Night,Tuesday,37.882243061092254,62.637588623060246,288.1981960891153,10.570690120918144,6,Level 2,Long-Distance Traveler
User_550,Nissan Leaf,75.0,Station_18,San Francisco,2024-01-23 21:00:00,2024-01-23 22:16:00,44.90995546867643,0.8939407757793052,16.749235956917815,32.16053904074153,Night,Wednesday,32.675379156299975,97.14443980282022,14.12651758215478,27.186087399037447,6,Level 2,Casual Driver
User_587,BMW i3,100.0,Station_229,San Francisco,2024-01-25 10:00:00,2024-01-25 11:07:00,46.29599734888577,2.153857223588153,10.600401685765078,13.904868183459348,Morning,Tuesday,72.22602916274909,84.03560603066902,89.60070046131247,9.89320650990976,6,Level 2,Casual Driver
User_617,BMW i3,50.0,Station_255,Los Angeles,2024-01-26 16:00:00,2024-01-26 16:32:00,,1.0098888456527892,37.57241996661435,17.342541089785524,Evening,Monday,43.70577587099555,73.82277116126612,73.80774219139828,35.308299865666505,6,Level 2,Commuter
User_621,Hyundai Kona,121.2118923533745,Station_108,San Francisco,2024-01-26 20:00:00,2024-01-26 22:54:00,66.70523645325736,1.8952201719593704,6.513656892904606,32.285230726225045,Night,Wednesday,56.71797218306136,83.6461815329856,166.62444388661453,32.84721980697499,7,Level 2,Commuter
User_628,Nissan Leaf,75.0,Station_258,Houston,2024-01-27 03:00:00,2024-01-27 06:14:00,38.5981394103895,1.369419618363992,26.562952201212457,45.044269358732905,Evening,Saturday,37.92749853459692,75.10094365242409,298.319221457481,6.161191380180163,6,Level 2,Long-Distance Traveler
User_630,BMW i3,85.0,Station_485,Chicago,2024-01-27 05:00:00,2024-01-27 05:49:00,58.77314551651613,2.746555880784028,12.802289341306434,22.03951080420965,Night,Wednesday,70.8802102208019,72.25262595365619,87.25015523286773,4.700463191367502,6,Level 2,Long-Distance Traveler
User_631,Hyundai Kona,62.0,Station_391,Chicago,2024-01-27 06:00:00,2024-01-27 07:04:00,65.539397780162,1.9651245325256728,5.210684627425631,32.84723522607135,Night,Thursday,45.97265795541939,51.33001152315027,166.1593670762652,8.90452585554962,6,Level 2,Long-Distance Traveler
User_650,Nissan Leaf,41.65658284822922,Station_333,Los Angeles,2024-01-28 01:00:00,2024-01-28 02:37:00,58.45788451376784,1.0203811604697437,,37.03351585096888,Afternoon,Monday,30.09804154498584,76.8615954584726,73.79130119150985,20.69280347103373,7,Level 2,Casual Driver
User_656,Tesla Model 3,62.0,Station_362,New York,2024-01-28 07:00:00,2024-01-28 08:45:00,30.550011561630846,2.8343933534187222,8.831573588393466,38.44179324308953,Night,Monday,44.70101950340489,95.1456417676959,135.03776920278438,29.81421521116753,7,Level 2,Casual Driver
User_679,Hyundai Kona,50.0,Station_341,New York,2024-01-29 06:00:00,2024-01-29 08:51:00,34.6802647525039,1.4975626824084889,41.81029740859989,36.02625218643517,Morning,Friday,79.03092865995887,53.99698887539003,218.29028012352515,37.34587349327117,6,Level 2,Commuter
User_684,Nissan Leaf,85.0,Station_219,Chicago,2024-01-29 11:00:00,2024-01-29 13:05:00,53.104493654248735,1.8580966641953,12.620547147036431,40.3175304739871,Night,Thursday,33.6601357810824,52.83378326682362,74.38140222321842,14.121318217820637,6,Level 2,Casual Driver
User_704,BMW i3,62.0,Station_357,New York,2024-01-30 07:00:00,2024-01-30 08:47:00,34.72671289756062,2.9597802593630083,24.021573950806896,25.478646503811067,Morning,Wednesday,80.99232289671558,94.75959997585818,264.7324232132674,-5.82983325167146,6,Level 2,Commuter
User_736,Nissan Leaf,75.0,Station_56,San Francisco,2024-01-31 15:00:00,2024-01-31 18:31:00,56.55292752021,2.6210352581150014,4.340098531957683,38.84657688665273,Night,Saturday,29.26035318542457,88.25311988557496,12.024294092276849,10.511561681861266,6,Level 2,Long-Distance Traveler
User_753,Tesla Model 3,50.0,Station_10,San Francisco,2024-02-01 08:00:00,2024-02-01 09:30:00,47.19807479360746,2.861382945524818,44.336610351548224,27.385214594698137,Morning,Saturday,65.47847010859027,84.22698702525429,86.60938167662027,4.251871253120745,6,Level 2,Commuter
User_785,Hyundai Kona,75.0,Station_207,Houston,2024-02-02 16:00:00,2024-02-02 18:02:00,,1.7745536936435893,29.837585806361783,36.88590080048155,Afternoon,Wednesday,41.49585704461199,54.94247646333063,38.02248829943296,5.459169954751816,6,Level 2,Commuter
User_793,BMW i3,100.0,Station_234,San Francisco,2024-02-03 00:00:00,2024-02-03 03:14:00,31.187028992431237,1.860443342393109,11.581744386043408,17.263731698642403,Afternoon,Thursday,69.85875931465557,23.54849230392773,18.845805451601464,28.333515050512403,6,Level 2,Commuter
User_795,BMW i3,85.0,Station_167,Los Angeles,2024-02-03 02:00:00,2024-02-03 03:42:00,,1.6833779694089597,9.433507336654076,22.947486589821068,Night,Thursday,15.000556279076262,66.9246657414314,0.8623613316018139,25.362705253388995,7,Level 2,Casual Driver
User_799,Chevy Bolt,50.0,Station_368,New York,2024-02-03 06:00:00,2024-02-03 09:03:00,59.922814416459936,3.7532164796861327,30.429448129131227,14.117725724108118,Night,Wednesday,41.64275168503707,95.0069584304912,239.1582389711824,7.177322498461926,7,Level 2,Commuter
User_816,BMW i3,50.0,Station_59,Houston,2024-02-03 23:00:00,2024-02-04 02:40:00,6.661747206218264,4.110062624376016,10.890131082923729,30.89770568563907,Evening,Monday,83.28204154815583,65.00624640464159,,20.515455923408773,6,Level 2,Commuter
User_838,Nissan Leaf,50.0,Station_177,Los Angeles,2024-02-04 21:00:00,2024-02-05 00:52:00,58.55989952016146,2.339015100635245,18.57688687639485,9.835438648338712,Morning,Sunday,52.127874413345054,62.52119439261202,70.4012897330798,-2.2756894738646225,7,Level 2,Commuter
User_848,Chevy Bolt,50.0,Station_464,Chicago,2024-02-05 07:00:00,2024-02-05 07:54:00,24.797064059890324,3.820788493955309,36.21828322200848,14.313363234334188,Evening,Friday,20.93846607324868,31.804021005309064,51.63972833826092,23.35039451272079,7,Level 2,Commuter
User_858,BMW i3,73.85002716229796,Station_114,Chicago,2024-02-05 17:00:00,2024-02-05 19:05:00,37.05562159282365,1.6833729720021182,7.32241853947061,38.645308239932085,Evening,Saturday,34.2183195177556,63.34809700506103,23.61819796352825,5.664612657982779,7,Level 2,Long-Distance Traveler
User_868,Hyundai Kona,75.0,Station_44,Houston,2024-02-06 03:00:00,2024-02-06 05:14:00,40.257196883863706,1.4415487593554557,17.9473945941715,18.66412192940177,Afternoon,Friday,28.841329486807112,85.27530270966454,61.05376918138752,31.602356878363917,6,Level 2,Long-Distance Traveler
User_892,Hyundai Kona,85.0,Station_420,Los Angeles,2024-02-07 03:00:00,2024-02-07 06:32:00,71.95569072472664,1.6557431785415109,39.21578542752447,26.30986375777708,Night,Thursday,30.700917810684565,98.23729456819592,263.0610040864517,12.970249709301845,7,Level 2,Long-Distance Traveler
User_908,Chevy Bolt,75.0,Station_266,San Francisco,2024-02-07 19:00:00,2024-02-07 21:02:00,27.694411449808683,1.4021806040177809,47.32624673908941,7.234004135673027,Morning,Wednesday,27.04373974177269,65.83029628276724,32.83172854820101,19.265184430729654,6,Level 2,Casual Driver
User_933,Nissan Leaf,50.0,Station_49,Houston,2024-02-08 20:00:00,2024-02-08 23:37:00,45.6603131979625,2.505972271289247,40.67941803976215,31.626641565435182,Evening,Wednesday,67.9052419126301,65.23658770368718,168.81408681033815,22.739546013745937,6,Level 2,Long-Distance Traveler
User_936,Tesla Model 3,50.0,Station_69,Los Angeles,2024-02-08 23:00:00,2024-02-09 01:37:00,29.98141610704047,0.6619795782123663,7.851718359790319,24.37855645878638,Night,Friday,45.77227393548064,71.41642377003204,96.1252348519423,-0.6363455823008923,6,Level 2,Casual Driver
User_937,Tesla Model 3,62.0,Station_58,Los Angeles,2024-02-09 00:00:00,2024-02-09 00:57:00,6.006718634009571,2.335712156570332,35.128246837314904,30.035348165011246,Morning,Wednesday,23.705260306623856,58.83172596149558,191.86788286860224,4.788927799468437,7,Level 2,Commuter
User_942,Hyundai Kona,62.0,Station_445,San Francisco,2024-02-09 05:00:00,2024-02-09 07:47:00,68.8333119385666,1.6235470537502177,,39.377760333145325,Night,Friday,19.288553588390727,58.56785095073142,137.23497188517604,32.800882837541785,6,Level 2,Commuter
User_943,Chevy Bolt,75.0,Station_296,Chicago,2024-02-09 06:00:00,2024-02-09 07:32:00,59.21757555858335,1.6027506934963118,41.42637793106033,33.59882883172399,Night,Sunday,42.29926372011892,56.840099035157095,222.9641230412516,20.42209326152622,7,Level 2,Commuter
User_946,Chevy Bolt,62.0,Station_63,Chicago,2024-02-09 09:00:00,2024-02-09 10:07:00,78.23675255331868,3.816622733917169,16.394166206151134,17.72838397030106,Evening,Monday,75.67577259639745,85.2949905553163,46.83751016977072,37.87978079650087,6,Level 2,Long-Distance Traveler
User_951,BMW i3,62.0,Station_141,Houston,2024-02-09 14:00:00,2024-02-09 17:55:00,33.47231506142258,3.2985827797971496,43.48176399161749,33.63724165215696,Afternoon,Wednesday,76.46236262295349,81.41249704737655,27.77005155169898,8.656254905347547,6,Level 2,Long-Distance Traveler
User_974,Hyundai Kona,100.0,Station_238,San Francisco,2024-02-10 13:00:00,2024-02-10 14:25:00,60.38629791395793,3.4602596335154057,8.658326061789474,25.99392992747087,Morning,Saturday,64.07772203130133,83.38433428849228,225.1572217966942,22.61348345125501,6,Level 2,Casual Driver
User_981,Chevy Bolt,50.0,Station_156,Los Angeles,2024-02-10 20:00:00,2024-02-10 20:52:00,65.03863434488625,3.4585083780704537,25.89338081006577,6.822729504229804,Night,Friday,20.322311747125468,72.49386583777576,229.8469319667132,20.2279378845906,7,Level 2,Casual Driver
User_983,BMW i3,104.000273060206,Station_120,Los Angeles,2024-02-10 22:00:00,2024-02-11 00:18:00,65.93421330641783,3.303450539696576,38.53754360884597,11.902069959786164,Afternoon,Tuesday,19.680300050248476,54.407086555155765,38.46487944542493,-9.603661066589568,7,Level 2,Commuter
User_988,BMW i3,100.0,Station_57,Houston,2024-02-11 03:00:00,2024-02-11 06:28:00,77.63851676623986,3.577530942531314,8.125454971256818,33.52441775674893,Morning,Saturday,23.244547367871437,94.69156133251312,67.03337523282886,-3.3862931111228143,7,Level 2,Commuter
User_1001,BMW i3,62.0,Station_323,Chicago,2024-02-11 16:00:00,2024-02-11 16:59:00,54.36218573947502,1.925077717311921,36.36127862677181,26.478708183691342,Morning,Saturday,46.38733766985727,77.34027871043172,294.4762263745805,31.4781936755052,7,Level 2,Casual Driver
User_1011,Tesla Model 3,100.0,Station_109,New York,2024-02-12 02:00:00,2024-02-12 04:46:00,10.43167346455136,3.313162432081679,31.39207659559448,38.60614035514166,Morning,Saturday,47.66326224337725,72.19157526460326,227.13883935809403,5.443960406317798,7,Level 2,Commuter
User_1023,Chevy Bolt,62.0,Station_87,Los Angeles,2024-02-12 14:00:00,2024-02-12 14:44:00,10.347606688667652,3.3184757486494423,9.391635794111917,39.77677752374113,Morning,Friday,42.655342541761705,79.51109044035044,40.13576622891059,37.462706490839466,7,Level 2,Commuter
User_1032,Nissan Leaf,85.0,Station_42,Chicago,2024-02-12 23:00:00,2024-02-13 02:05:00,73.27597597314914,1.4872108780959543,23.324573102976085,23.61457791757127,Morning,Monday,78.60317582662809,21.88022093970054,,31.147743770322947,7,Level 2,Long-Distance Traveler
User_1042,Nissan Leaf,100.0,Station_62,Houston,2024-02-13 09:00:00,2024-02-13 10:42:00,58.94085857253415,3.2053484932274814,43.70221210436277,37.33339444852493,Night,Saturday,82.36033129744631,92.03577293542216,81.1829007361303,19.457576528230543,6,Level 2,Long-Distance Traveler
User_1064,Tesla Model 3,100.0,Station_196,New York,2024-02-14 07:00:00,2024-02-14 08:20:00,39.48883106753241,0.8584585118721564,16.371516065901147,27.767499457987917,Morning,Monday,26.685522266314265,90.02467732975637,250.81226353673236,35.74915475913812,7,Level 2,Commuter
User_1109,Chevy Bolt,85.0,Station_379,Chicago,2024-02-16 04:00:00,2024-02-16 06:23:00,61.23146590227786,2.331310347529361,9.14250329772684,38.66270263339264,Afternoon,Thursday,53.24028839982735,85.77640672316048,13.794461132920947,38.96386339724878,7,Level 2,Casual Driver
User_1114,Chevy Bolt,75.0,Station_380,Houston,2024-02-16 09:00:00,2024-02-16 11:47:00,,2.2209072511181995,47.656167280886,19.80559333535846,Afternoon,Friday,25.18431669331104,80.23578040769863,200.88321813183416,20.77797923426645,6,Level 2,Commuter
User_1131,Nissan Leaf,102.39937129748328,Station_254,New York,2024-02-17 02:00:00,2024-02-17 03:07:00,38.188211099692175,3.227826774061622,23.196373698660988,8.644366685308785,Night,Tuesday,40.62902373559544,62.795202141482775,72.32230353200278,21.181387475893285,6,Level 2,Commuter
User_1133,Hyundai Kona,100.0,Station_327,San Francisco,2024-02-17 04:00:00,2024-02-17 06:09:00,55.199838402705424,1.7011173546131593,26.970342585006637,13.322594738904996,Afternoon,Tuesday,28.68722066034912,81.11188792121526,,15.30316247182633,6,Level 2,Casual Driver
